type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,09001010201,06/2024,0,0,0.667,NA
Census Tract,09001010201,07/2024,0,0,0,NA
Census Tract,09001010201,08/2024,0,0,0.333,NA
Census Tract,09001010201,09/2024,1,0,0,NA
Census Tract,09001010201,10/2024,0,0,0,NA
Census Tract,09001010201,11/2024,0,0,0,NA
Census Tract,09001010201,12/2024,0,0,0.667,NA
Census Tract,09001010201,01/2025,0,0,0,NA
Census Tract,09001010201,02/2025,0,0,0,NA
Census Tract,09001010201,03/2025,0,0,0,NA
Census Tract,09001010201,04/2025,0,0,0,NA
Census Tract,09001010201,05/2025,0,0,0,NA
Census Tract,09001010201,06/2025,0,0,0.667,NA
Census Tract,09001010201,07/2025,0,0,0,NA
Census Tract,09001010201,08/2025,1,0,0.333,NA
Census Tract,09001010201,09/2025,0,0,0,NA
Census Tract,09001010201,10/2025,0,0,0,NA
Census Tract,09001010201,11/2025,0,0,0,NA
Census Tract,09001010201,12/2025,0,0,0.667,NA
Census Tract,09001010201,01/2026,0,0,,NA
Census Tract,09001010201,02/2026,1,0,,NA
Census Tract,09001010201,03/2026,0,0,,NA
Census Tract,09001010201,04/2026,0,0,,NA
Census Tract,09001010201,05/2026,0,0,,NA
Census Tract,09001010201,06/2026,0,0,,13/06/2026
Census Tract,09001010202,01/2020,0,0,0.667,NA
Census Tract,09001010202,02/2020,1,1,0.333,NA
Census Tract,09001010202,03/2020,0,0,0.333,NA
Census Tract,09001010202,04/2020,0,0,0.333,NA
Census Tract,09001010202,05/2020,0,0,1.667,NA
Census Tract,09001010202,06/2020,0,0.5,0.667,NA
Census Tract,09001010202,07/2020,0,1,0.333,NA
Census Tract,09001010202,08/2020,0,0,0.667,NA
Census Tract,09001010202,09/2020,0,0.5,1,NA
Census Tract,09001010202,10/2020,0,0,0,NA
Census Tract,09001010202,11/2020,0,0,0.667,NA
Census Tract,09001010202,12/2020,0,0.5,1,NA
Census Tract,09001010202,01/2021,2,0,0.667,NA
Census Tract,09001010202,02/2021,0,1,0.333,NA
Census Tract,09001010202,03/2021,1,0,0.333,NA
Census Tract,09001010202,04/2021,0,0,0.333,NA
Census Tract,09001010202,05/2021,0,0,1.667,NA
Census Tract,09001010202,06/2021,0,0.5,0.667,NA
Census Tract,09001010202,07/2021,0,1,0.333,NA
Census Tract,09001010202,08/2021,1,0,0.667,NA
Census Tract,09001010202,09/2021,0,0.5,1,NA
Census Tract,09001010202,10/2021,0,0,0,NA
Census Tract,09001010202,11/2021,1,0,0.667,NA
Census Tract,09001010202,12/2021,3,0.5,1,NA
Census Tract,09001010202,01/2022,0,0,0.667,NA
Census Tract,09001010202,02/2022,0,1,0.333,NA
Census Tract,09001010202,03/2022,0,0,0.333,NA
Census Tract,09001010202,04/2022,1,0,0.333,NA
Census Tract,09001010202,05/2022,1,0,1.667,NA
Census Tract,09001010202,06/2022,0,0.5,0.667,NA
Census Tract,09001010202,07/2022,0,1,0.333,NA
Census Tract,09001010202,08/2022,1,0,0.667,NA
Census Tract,09001010202,09/2022,0,0.5,1,NA
Census Tract,09001010202,10/2022,0,0,0,NA
Census Tract,09001010202,11/2022,0,0,0.667,NA
Census Tract,09001010202,12/2022,0,0.5,1,NA
Census Tract,09001010202,01/2023,0,0,0.667,NA
Census Tract,09001010202,02/2023,1,1,0.333,NA
Census Tract,09001010202,03/2023,0,0,0.333,NA
Census Tract,09001010202,04/2023,0,0,0.333,NA
Census Tract,09001010202,05/2023,1,0,1.667,NA
Census Tract,09001010202,06/2023,0,0.5,0.667,NA
Census Tract,09001010202,07/2023,0,1,0.333,NA
Census Tract,09001010202,08/2023,0,0,0.667,NA
Census Tract,09001010202,09/2023,0,0.5,1,NA
Census Tract,09001010202,10/2023,0,0,0,NA
Census Tract,09001010202,11/2023,0,0,0.667,NA
Census Tract,09001010202,12/2023,0,0.5,1,NA
Census Tract,09001010202,01/2024,0,0,0.667,NA
Census Tract,09001010202,02/2024,1,1,0.333,NA
Census Tract,09001010202,03/2024,0,0,0.333,NA
Census Tract,09001010202,04/2024,0,0,0.333,NA
Census Tract,09001010202,05/2024,0,0,1.667,NA
Census Tract,09001010202,06/2024,0,0.5,0.667,NA
Census Tract,09001010202,07/2024,2,1,0.333,NA
Census Tract,09001010202,08/2024,0,0,0.667,NA
Census Tract,09001010202,09/2024,1,0.5,1,NA
Census Tract,09001010202,10/2024,0,0,0,NA
Census Tract,09001010202,11/2024,0,0,0.667,NA
Census Tract,09001010202,12/2024,1,0.5,1,NA
Census Tract,09001010202,01/2025,0,0,0.667,NA
Census Tract,09001010202,02/2025,0,1,0.333,NA
Census Tract,09001010202,03/2025,1,0,0.333,NA
Census Tract,09001010202,04/2025,0,0,0.333,NA
Census Tract,09001010202,05/2025,1,0,1.667,NA
Census Tract,09001010202,06/2025,0,0.5,0.667,NA
Census Tract,09001010202,07/2025,0,1,0.333,NA
Census Tract,09001010202,08/2025,0,0,0.667,NA
Census Tract,09001010202,09/2025,1,0.5,1,NA
Census Tract,09001010202,10/2025,0,0,0,NA
Census Tract,09001010202,11/2025,0,0,0.667,NA
Census Tract,09001010202,12/2025,0,0.5,1,NA
Census Tract,09001010202,01/2026,0,0,,NA
Census Tract,09001010202,02/2026,0,1,,NA
Census Tract,09001010202,03/2026,0,0,,NA
Census Tract,09001010202,04/2026,0,0,,NA
Census Tract,09001010202,05/2026,0,0,,NA
Census Tract,09001010202,06/2026,0,0,,13/06/2026
Census Tract,09001010300,01/2020,0,1,0.667,NA
Census Tract,09001010300,02/2020,0,1,0.333,NA
Census Tract,09001010300,03/2020,0,1,0,NA
Census Tract,09001010300,04/2020,0,0.5,0.667,NA
Census Tract,09001010300,05/2020,0,0.5,0.333,NA
Census Tract,09001010300,06/2020,0,1,0.333,NA
Census Tract,09001010300,07/2020,0,1.5,0.333,NA
Census Tract,09001010300,08/2020,0,0,0.667,NA
Census Tract,09001010300,09/2020,0,0.5,0,NA
Census Tract,09001010300,10/2020,0,0,0.333,NA
Census Tract,09001010300,11/2020,0,0,0,NA
Census Tract,09001010300,12/2020,0,0,0,NA
Census Tract,09001010300,01/2021,0,1,0.667,NA
Census Tract,09001010300,02/2021,0,1,0.333,NA
Census Tract,09001010300,03/2021,0,1,0,NA
Census Tract,09001010300,04/2021,0,0.5,0.667,NA
Census Tract,09001010300,05/2021,1,0.5,0.333,NA
Census Tract,09001010300,06/2021,0,1,0.333,NA
Census Tract,09001010300,07/2021,0,1.5,0.333,NA
Census Tract,09001010300,08/2021,0,0,0.667,NA
Census Tract,09001010300,09/2021,2,0.5,0,NA
Census Tract,09001010300,10/2021,0,0,0.333,NA
Census Tract,09001010300,11/2021,0,0,0,NA
Census Tract,09001010300,12/2021,0,0,0,NA
Census Tract,09001010300,01/2022,2,1,0.667,NA
Census Tract,09001010300,02/2022,0,1,0.333,NA
Census Tract,09001010300,03/2022,2,1,0,NA
Census Tract,09001010300,04/2022,0,0.5,0.667,NA
Census Tract,09001010300,05/2022,0,0.5,0.333,NA
Census Tract,09001010300,06/2022,2,1,0.333,NA
Census Tract,09001010300,07/2022,0,1.5,0.333,NA
Census Tract,09001010300,08/2022,0,0,0.667,NA
Census Tract,09001010300,09/2022,0,0.5,0,NA
Census Tract,09001010300,10/2022,0,0,0.333,NA
Census Tract,09001010300,11/2022,1,0,0,NA
Census Tract,09001010300,12/2022,0,0,0,NA
Census Tract,09001010300,01/2023,1,1,0.667,NA
Census Tract,09001010300,02/2023,0,1,0.333,NA
Census Tract,09001010300,03/2023,0,1,0,NA
Census Tract,09001010300,04/2023,0,0.5,0.667,NA
Census Tract,09001010300,05/2023,0,0.5,0.333,NA
Census Tract,09001010300,06/2023,0,1,0.333,NA
Census Tract,09001010300,07/2023,1,1.5,0.333,NA
Census Tract,09001010300,08/2023,0,0,0.667,NA
Census Tract,09001010300,09/2023,0,0.5,0,NA
Census Tract,09001010300,10/2023,0,0,0.333,NA
Census Tract,09001010300,11/2023,0,0,0,NA
Census Tract,09001010300,12/2023,0,0,0,NA
Census Tract,09001010300,01/2024,0,1,0.667,NA
Census Tract,09001010300,02/2024,0,1,0.333,NA
Census Tract,09001010300,03/2024,1,1,0,NA
Census Tract,09001010300,04/2024,0,0.5,0.667,NA
Census Tract,09001010300,05/2024,1,0.5,0.333,NA
Census Tract,09001010300,06/2024,1,1,0.333,NA
Census Tract,09001010300,07/2024,0,1.5,0.333,NA
Census Tract,09001010300,08/2024,0,0,0.667,NA
Census Tract,09001010300,09/2024,0,0.5,0,NA
Census Tract,09001010300,10/2024,0,0,0.333,NA
Census Tract,09001010300,11/2024,0,0,0,NA
Census Tract,09001010300,12/2024,0,0,0,NA
Census Tract,09001010300,01/2025,0,1,0.667,NA
Census Tract,09001010300,02/2025,1,1,0.333,NA
Census Tract,09001010300,03/2025,1,1,0,NA
Census Tract,09001010300,04/2025,0,0.5,0.667,NA
Census Tract,09001010300,05/2025,0,0.5,0.333,NA
Census Tract,09001010300,06/2025,1,1,0.333,NA
Census Tract,09001010300,07/2025,0,1.5,0.333,NA
Census Tract,09001010300,08/2025,0,0,0.667,NA
Census Tract,09001010300,09/2025,0,0.5,0,NA
Census Tract,09001010300,10/2025,1,0,0.333,NA
Census Tract,09001010300,11/2025,0,0,0,NA
Census Tract,09001010300,12/2025,0,0,0,NA
Census Tract,09001010300,01/2026,0,1,,NA
Census Tract,09001010300,02/2026,0,1,,NA
Census Tract,09001010300,03/2026,1,1,,NA
Census Tract,09001010300,04/2026,0,0.5,,NA
Census Tract,09001010300,05/2026,0,0.5,,NA
Census Tract,09001010300,06/2026,0,1,,13/06/2026
Census Tract,09001010400,01/2020,0,1,0.667,NA
Census Tract,09001010400,02/2020,0,0,0.667,NA
Census Tract,09001010400,03/2020,1,0.5,0.667,NA
Census Tract,09001010400,04/2020,0,1,0.667,NA
Census Tract,09001010400,05/2020,0,0,0.667,NA
Census Tract,09001010400,06/2020,0,0.5,0.667,NA
Census Tract,09001010400,07/2020,0,1,1,NA
Census Tract,09001010400,08/2020,0,0.5,1,NA
Census Tract,09001010400,09/2020,0,0.5,0.333,NA
Census Tract,09001010400,10/2020,0,0,0.667,NA
Census Tract,09001010400,11/2020,0,0,0.667,NA
Census Tract,09001010400,12/2020,0,0,0.667,NA
Census Tract,09001010400,01/2021,0,1,0.667,NA
Census Tract,09001010400,02/2021,0,0,0.667,NA
Census Tract,09001010400,03/2021,0,0.5,0.667,NA
Census Tract,09001010400,04/2021,0,1,0.667,NA
Census Tract,09001010400,05/2021,0,0,0.667,NA
Census Tract,09001010400,06/2021,0,0.5,0.667,NA
Census Tract,09001010400,07/2021,0,1,1,NA
Census Tract,09001010400,08/2021,1,0.5,1,NA
Census Tract,09001010400,09/2021,0,0.5,0.333,NA
Census Tract,09001010400,10/2021,0,0,0.667,NA
Census Tract,09001010400,11/2021,0,0,0.667,NA
Census Tract,09001010400,12/2021,2,0,0.667,NA
Census Tract,09001010400,01/2022,1,1,0.667,NA
Census Tract,09001010400,02/2022,2,0,0.667,NA
Census Tract,09001010400,03/2022,1,0.5,0.667,NA
Census Tract,09001010400,04/2022,1,1,0.667,NA
Census Tract,09001010400,05/2022,1,0,0.667,NA
Census Tract,09001010400,06/2022,0,0.5,0.667,NA
Census Tract,09001010400,07/2022,1,1,1,NA
Census Tract,09001010400,08/2022,1,0.5,1,NA
Census Tract,09001010400,09/2022,0,0.5,0.333,NA
Census Tract,09001010400,10/2022,0,0,0.667,NA
Census Tract,09001010400,11/2022,0,0,0.667,NA
Census Tract,09001010400,12/2022,0,0,0.667,NA
Census Tract,09001010400,01/2023,2,1,0.667,NA
Census Tract,09001010400,02/2023,0,0,0.667,NA
Census Tract,09001010400,03/2023,1,0.5,0.667,NA
Census Tract,09001010400,04/2023,1,1,0.667,NA
Census Tract,09001010400,05/2023,0,0,0.667,NA
Census Tract,09001010400,06/2023,0,0.5,0.667,NA
Census Tract,09001010400,07/2023,0,1,1,NA
Census Tract,09001010400,08/2023,1,0.5,1,NA
Census Tract,09001010400,09/2023,1,0.5,0.333,NA
Census Tract,09001010400,10/2023,0,0,0.667,NA
Census Tract,09001010400,11/2023,0,0,0.667,NA
Census Tract,09001010400,12/2023,0,0,0.667,NA
Census Tract,09001010400,01/2024,0,1,0.667,NA
Census Tract,09001010400,02/2024,0,0,0.667,NA
Census Tract,09001010400,03/2024,0,0.5,0.667,NA
Census Tract,09001010400,04/2024,0,1,0.667,NA
Census Tract,09001010400,05/2024,0,0,0.667,NA
Census Tract,09001010400,06/2024,0,0.5,0.667,NA
Census Tract,09001010400,07/2024,0,1,1,NA
Census Tract,09001010400,08/2024,0,0.5,1,NA
Census Tract,09001010400,09/2024,1,0.5,0.333,NA
Census Tract,09001010400,10/2024,0,0,0.667,NA
Census Tract,09001010400,11/2024,0,0,0.667,NA
Census Tract,09001010400,12/2024,0,0,0.667,NA
Census Tract,09001010400,01/2025,0,1,0.667,NA
Census Tract,09001010400,02/2025,0,0,0.667,NA
Census Tract,09001010400,03/2025,0,0.5,0.667,NA
Census Tract,09001010400,04/2025,0,1,0.667,NA
Census Tract,09001010400,05/2025,0,0,0.667,NA
Census Tract,09001010400,06/2025,0,0.5,0.667,NA
Census Tract,09001010400,07/2025,1,1,1,NA
Census Tract,09001010400,08/2025,0,0.5,1,NA
Census Tract,09001010400,09/2025,0,0.5,0.333,NA
Census Tract,09001010400,10/2025,2,0,0.667,NA
Census Tract,09001010400,11/2025,0,0,0.667,NA
Census Tract,09001010400,12/2025,0,0,0.667,NA
Census Tract,09001010400,01/2026,0,1,,NA
Census Tract,09001010400,02/2026,1,0,,NA
Census Tract,09001010400,03/2026,1,0.5,,NA
Census Tract,09001010400,04/2026,0,1,,NA
Census Tract,09001010400,05/2026,0,0,,NA
Census Tract,09001010400,06/2026,0,0,,13/06/2026
Census Tract,09001010500,01/2020,6,2.5,3.333,NA
Census Tract,09001010500,02/2020,0,2,2.333,NA
Census Tract,09001010500,03/2020,2,2,2.667,NA
Census Tract,09001010500,04/2020,1,2,2,NA
Census Tract,09001010500,05/2020,0,2,1.333,NA
Census Tract,09001010500,06/2020,0,0.5,1.333,NA
Census Tract,09001010500,07/2020,0,3.5,2.333,NA
Census Tract,09001010500,08/2020,1,1.5,2.667,NA
Census Tract,09001010500,09/2020,1,4.5,1.333,NA
Census Tract,09001010500,10/2020,1,1.5,0.667,NA
Census Tract,09001010500,11/2020,0,2,2.333,NA
Census Tract,09001010500,12/2020,0,5,2.667,NA
Census Tract,09001010500,01/2021,0,2.5,3.333,NA
Census Tract,09001010500,02/2021,0,2,2.333,NA
Census Tract,09001010500,03/2021,1,2,2.667,NA
Census Tract,09001010500,04/2021,1,2,2,NA
Census Tract,09001010500,05/2021,0,2,1.333,NA
Census Tract,09001010500,06/2021,0,0.5,1.333,NA
Census Tract,09001010500,07/2021,1,3.5,2.333,NA
Census Tract,09001010500,08/2021,0,1.5,2.667,NA
Census Tract,09001010500,09/2021,3,4.5,1.333,NA
Census Tract,09001010500,10/2021,3,1.5,0.667,NA
Census Tract,09001010500,11/2021,0,2,2.333,NA
Census Tract,09001010500,12/2021,2,5,2.667,NA
Census Tract,09001010500,01/2022,1,2.5,3.333,NA
Census Tract,09001010500,02/2022,1,2,2.333,NA
Census Tract,09001010500,03/2022,1,2,2.667,NA
Census Tract,09001010500,04/2022,6,2,2,NA
Census Tract,09001010500,05/2022,0,2,1.333,NA
Census Tract,09001010500,06/2022,2,0.5,1.333,NA
Census Tract,09001010500,07/2022,1,3.5,2.333,NA
Census Tract,09001010500,08/2022,2,1.5,2.667,NA
Census Tract,09001010500,09/2022,2,4.5,1.333,NA
Census Tract,09001010500,10/2022,3,1.5,0.667,NA
Census Tract,09001010500,11/2022,1,2,2.333,NA
Census Tract,09001010500,12/2022,0,5,2.667,NA
Census Tract,09001010500,01/2023,3,2.5,3.333,NA
Census Tract,09001010500,02/2023,1,2,2.333,NA
Census Tract,09001010500,03/2023,1,2,2.667,NA
Census Tract,09001010500,04/2023,1,2,2,NA
Census Tract,09001010500,05/2023,1,2,1.333,NA
Census Tract,09001010500,06/2023,0,0.5,1.333,NA
Census Tract,09001010500,07/2023,1,3.5,2.333,NA
Census Tract,09001010500,08/2023,1,1.5,2.667,NA
Census Tract,09001010500,09/2023,1,4.5,1.333,NA
Census Tract,09001010500,10/2023,1,1.5,0.667,NA
Census Tract,09001010500,11/2023,4,2,2.333,NA
Census Tract,09001010500,12/2023,4,5,2.667,NA
Census Tract,09001010500,01/2024,0,2.5,3.333,NA
Census Tract,09001010500,02/2024,2,2,2.333,NA
Census Tract,09001010500,03/2024,2,2,2.667,NA
Census Tract,09001010500,04/2024,2,2,2,NA
Census Tract,09001010500,05/2024,1,2,1.333,NA
Census Tract,09001010500,06/2024,1,0.5,1.333,NA
Census Tract,09001010500,07/2024,4,3.5,2.333,NA
Census Tract,09001010500,08/2024,0,1.5,2.667,NA
Census Tract,09001010500,09/2024,2,4.5,1.333,NA
Census Tract,09001010500,10/2024,1,1.5,0.667,NA
Census Tract,09001010500,11/2024,0,2,2.333,NA
Census Tract,09001010500,12/2024,1,5,2.667,NA
Census Tract,09001010500,01/2025,2,2.5,3.333,NA
Census Tract,09001010500,02/2025,0,2,2.333,NA
Census Tract,09001010500,03/2025,4,2,2.667,NA
Census Tract,09001010500,04/2025,3,2,2,NA
Census Tract,09001010500,05/2025,1,2,1.333,NA
Census Tract,09001010500,06/2025,1,0.5,1.333,NA
Census Tract,09001010500,07/2025,2,3.5,2.333,NA
Census Tract,09001010500,08/2025,1,1.5,2.667,NA
Census Tract,09001010500,09/2025,2,4.5,1.333,NA
Census Tract,09001010500,10/2025,0,1.5,0.667,NA
Census Tract,09001010500,11/2025,4,2,2.333,NA
Census Tract,09001010500,12/2025,1,5,2.667,NA
Census Tract,09001010500,01/2026,0,2.5,,NA
Census Tract,09001010500,02/2026,0,2,,NA
Census Tract,09001010500,03/2026,1,2,,NA
Census Tract,09001010500,04/2026,2,2,,NA
Census Tract,09001010500,05/2026,1,2,,NA
Census Tract,09001010500,06/2026,2,0,,13/06/2026
Census Tract,09001010600,01/2020,0,0.5,1.333,NA
Census Tract,09001010600,02/2020,0,2.5,1.333,NA
Census Tract,09001010600,03/2020,0,0.5,0.333,NA
Census Tract,09001010600,04/2020,0,0.5,0.667,NA
Census Tract,09001010600,05/2020,0,0,2.333,NA
Census Tract,09001010600,06/2020,0,0,1,NA
Census Tract,09001010600,07/2020,0,1.5,0.667,NA
Census Tract,09001010600,08/2020,0,0,0.667,NA
Census Tract,09001010600,09/2020,0,1,0.333,NA
Census Tract,09001010600,10/2020,0,1,0,NA
Census Tract,09001010600,11/2020,2,0.5,0.333,NA
Census Tract,09001010600,12/2020,0,0.5,0.667,NA
Census Tract,09001010600,01/2021,0,0.5,1.333,NA
Census Tract,09001010600,02/2021,0,2.5,1.333,NA
Census Tract,09001010600,03/2021,0,0.5,0.333,NA
Census Tract,09001010600,04/2021,0,0.5,0.667,NA
Census Tract,09001010600,05/2021,0,0,2.333,NA
Census Tract,09001010600,06/2021,0,0,1,NA
Census Tract,09001010600,07/2021,0,1.5,0.667,NA
Census Tract,09001010600,08/2021,0,0,0.667,NA
Census Tract,09001010600,09/2021,2,1,0.333,NA
Census Tract,09001010600,10/2021,0,1,0,NA
Census Tract,09001010600,11/2021,0,0.5,0.333,NA
Census Tract,09001010600,12/2021,0,0.5,0.667,NA
Census Tract,09001010600,01/2022,0,0.5,1.333,NA
Census Tract,09001010600,02/2022,2,2.5,1.333,NA
Census Tract,09001010600,03/2022,1,0.5,0.333,NA
Census Tract,09001010600,04/2022,0,0.5,0.667,NA
Census Tract,09001010600,05/2022,0,0,2.333,NA
Census Tract,09001010600,06/2022,0,0,1,NA
Census Tract,09001010600,07/2022,2,1.5,0.667,NA
Census Tract,09001010600,08/2022,0,0,0.667,NA
Census Tract,09001010600,09/2022,1,1,0.333,NA
Census Tract,09001010600,10/2022,1,1,0,NA
Census Tract,09001010600,11/2022,1,0.5,0.333,NA
Census Tract,09001010600,12/2022,1,0.5,0.667,NA
Census Tract,09001010600,01/2023,2,0.5,1.333,NA
Census Tract,09001010600,02/2023,5,2.5,1.333,NA
Census Tract,09001010600,03/2023,1,0.5,0.333,NA
Census Tract,09001010600,04/2023,0,0.5,0.667,NA
Census Tract,09001010600,05/2023,0,0,2.333,NA
Census Tract,09001010600,06/2023,0,0,1,NA
Census Tract,09001010600,07/2023,2,1.5,0.667,NA
Census Tract,09001010600,08/2023,0,0,0.667,NA
Census Tract,09001010600,09/2023,0,1,0.333,NA
Census Tract,09001010600,10/2023,1,1,0,NA
Census Tract,09001010600,11/2023,0,0.5,0.333,NA
Census Tract,09001010600,12/2023,0,0.5,0.667,NA
Census Tract,09001010600,01/2024,0,0.5,1.333,NA
Census Tract,09001010600,02/2024,0,2.5,1.333,NA
Census Tract,09001010600,03/2024,0,0.5,0.333,NA
Census Tract,09001010600,04/2024,1,0.5,0.667,NA
Census Tract,09001010600,05/2024,0,0,2.333,NA
Census Tract,09001010600,06/2024,0,0,1,NA
Census Tract,09001010600,07/2024,1,1.5,0.667,NA
Census Tract,09001010600,08/2024,0,0,0.667,NA
Census Tract,09001010600,09/2024,3,1,0.333,NA
Census Tract,09001010600,10/2024,1,1,0,NA
Census Tract,09001010600,11/2024,0,0.5,0.333,NA
Census Tract,09001010600,12/2024,0,0.5,0.667,NA
Census Tract,09001010600,01/2025,0,0.5,1.333,NA
Census Tract,09001010600,02/2025,0,2.5,1.333,NA
Census Tract,09001010600,03/2025,0,0.5,0.333,NA
Census Tract,09001010600,04/2025,1,0.5,0.667,NA
Census Tract,09001010600,05/2025,0,0,2.333,NA
Census Tract,09001010600,06/2025,1,0,1,NA
Census Tract,09001010600,07/2025,1,1.5,0.667,NA
Census Tract,09001010600,08/2025,0,0,0.667,NA
Census Tract,09001010600,09/2025,0,1,0.333,NA
Census Tract,09001010600,10/2025,0,1,0,NA
Census Tract,09001010600,11/2025,0,0.5,0.333,NA
Census Tract,09001010600,12/2025,0,0.5,0.667,NA
Census Tract,09001010600,01/2026,0,0.5,,NA
Census Tract,09001010600,02/2026,0,2.5,,NA
Census Tract,09001010600,03/2026,0,0.5,,NA
Census Tract,09001010600,04/2026,0,0.5,,NA
Census Tract,09001010600,05/2026,0,0,,NA
Census Tract,09001010600,06/2026,0,0,,13/06/2026
Census Tract,09001010700,01/2020,0,1.5,2,NA
Census Tract,09001010700,02/2020,0,3,1,NA
Census Tract,09001010700,03/2020,1,2.5,0.333,NA
Census Tract,09001010700,04/2020,0,1,1.333,NA
Census Tract,09001010700,05/2020,0,0,1.667,NA
Census Tract,09001010700,06/2020,0,1.5,0.333,NA
Census Tract,09001010700,07/2020,1,1.5,0.667,NA
Census Tract,09001010700,08/2020,0,0.5,1,NA
Census Tract,09001010700,09/2020,1,0.5,0.667,NA
Census Tract,09001010700,10/2020,2,1,0.333,NA
Census Tract,09001010700,11/2020,0,1.5,0.333,NA
Census Tract,09001010700,12/2020,1,0.5,0.667,NA
Census Tract,09001010700,01/2021,0,1.5,2,NA
Census Tract,09001010700,02/2021,1,3,1,NA
Census Tract,09001010700,03/2021,1,2.5,0.333,NA
Census Tract,09001010700,04/2021,0,1,1.333,NA
Census Tract,09001010700,05/2021,0,0,1.667,NA
Census Tract,09001010700,06/2021,0,1.5,0.333,NA
Census Tract,09001010700,07/2021,0,1.5,0.667,NA
Census Tract,09001010700,08/2021,0,0.5,1,NA
Census Tract,09001010700,09/2021,5,0.5,0.667,NA
Census Tract,09001010700,10/2021,2,1,0.333,NA
Census Tract,09001010700,11/2021,6,1.5,0.333,NA
Census Tract,09001010700,12/2021,1,0.5,0.667,NA
Census Tract,09001010700,01/2022,0,1.5,2,NA
Census Tract,09001010700,02/2022,2,3,1,NA
Census Tract,09001010700,03/2022,1,2.5,0.333,NA
Census Tract,09001010700,04/2022,0,1,1.333,NA
Census Tract,09001010700,05/2022,0,0,1.667,NA
Census Tract,09001010700,06/2022,1,1.5,0.333,NA
Census Tract,09001010700,07/2022,1,1.5,0.667,NA
Census Tract,09001010700,08/2022,6,0.5,1,NA
Census Tract,09001010700,09/2022,0,0.5,0.667,NA
Census Tract,09001010700,10/2022,1,1,0.333,NA
Census Tract,09001010700,11/2022,1,1.5,0.333,NA
Census Tract,09001010700,12/2022,0,0.5,0.667,NA
Census Tract,09001010700,01/2023,1,1.5,2,NA
Census Tract,09001010700,02/2023,3,3,1,NA
Census Tract,09001010700,03/2023,1,2.5,0.333,NA
Census Tract,09001010700,04/2023,0,1,1.333,NA
Census Tract,09001010700,05/2023,0,0,1.667,NA
Census Tract,09001010700,06/2023,0,1.5,0.333,NA
Census Tract,09001010700,07/2023,0,1.5,0.667,NA
Census Tract,09001010700,08/2023,1,0.5,1,NA
Census Tract,09001010700,09/2023,0,0.5,0.667,NA
Census Tract,09001010700,10/2023,1,1,0.333,NA
Census Tract,09001010700,11/2023,2,1.5,0.333,NA
Census Tract,09001010700,12/2023,1,0.5,0.667,NA
Census Tract,09001010700,01/2024,1,1.5,2,NA
Census Tract,09001010700,02/2024,2,3,1,NA
Census Tract,09001010700,03/2024,2,2.5,0.333,NA
Census Tract,09001010700,04/2024,2,1,1.333,NA
Census Tract,09001010700,05/2024,0,0,1.667,NA
Census Tract,09001010700,06/2024,3,1.5,0.333,NA
Census Tract,09001010700,07/2024,3,1.5,0.667,NA
Census Tract,09001010700,08/2024,0,0.5,1,NA
Census Tract,09001010700,09/2024,1,0.5,0.667,NA
Census Tract,09001010700,10/2024,1,1,0.333,NA
Census Tract,09001010700,11/2024,0,1.5,0.333,NA
Census Tract,09001010700,12/2024,1,0.5,0.667,NA
Census Tract,09001010700,01/2025,3,1.5,2,NA
Census Tract,09001010700,02/2025,0,3,1,NA
Census Tract,09001010700,03/2025,1,2.5,0.333,NA
Census Tract,09001010700,04/2025,2,1,1.333,NA
Census Tract,09001010700,05/2025,2,0,1.667,NA
Census Tract,09001010700,06/2025,0,1.5,0.333,NA
Census Tract,09001010700,07/2025,0,1.5,0.667,NA
Census Tract,09001010700,08/2025,2,0.5,1,NA
Census Tract,09001010700,09/2025,1,0.5,0.667,NA
Census Tract,09001010700,10/2025,0,1,0.333,NA
Census Tract,09001010700,11/2025,0,1.5,0.333,NA
Census Tract,09001010700,12/2025,1,0.5,0.667,NA
Census Tract,09001010700,01/2026,0,1.5,,NA
Census Tract,09001010700,02/2026,0,3,,NA
Census Tract,09001010700,03/2026,0,2.5,,NA
Census Tract,09001010700,04/2026,0,1,,NA
Census Tract,09001010700,05/2026,2,0,,NA
Census Tract,09001010700,06/2026,0,0.5,,13/06/2026
Census Tract,09001010800,01/2020,0,0,0.333,NA
Census Tract,09001010800,02/2020,1,0,0,NA
Census Tract,09001010800,03/2020,0,0,0.333,NA
Census Tract,09001010800,04/2020,0,0.5,0,NA
Census Tract,09001010800,05/2020,0,0.5,0,NA
Census Tract,09001010800,06/2020,0,0.5,0,NA
Census Tract,09001010800,07/2020,0,0.5,0.333,NA
Census Tract,09001010800,08/2020,0,0.5,0,NA
Census Tract,09001010800,09/2020,0,0,0.333,NA
Census Tract,09001010800,10/2020,0,0,1,NA
Census Tract,09001010800,11/2020,0,0,0,NA
Census Tract,09001010800,12/2020,0,0,0,NA
Census Tract,09001010800,01/2021,0,0,0.333,NA
Census Tract,09001010800,02/2021,0,0,0,NA
Census Tract,09001010800,03/2021,0,0,0.333,NA
Census Tract,09001010800,04/2021,0,0.5,0,NA
Census Tract,09001010800,05/2021,0,0.5,0,NA
Census Tract,09001010800,06/2021,0,0.5,0,NA
Census Tract,09001010800,07/2021,0,0.5,0.333,NA
Census Tract,09001010800,08/2021,0,0.5,0,NA
