type,GEOID,month,filings_2020,filings_avg,filings_avg_prepandemic_baseline,last_updated
Census Tract,09007541302,10/2022,5,2,2.667,NA
Census Tract,09007541302,11/2022,6,1,3.333,NA
Census Tract,09007541302,12/2022,3,7.5,3,NA
Census Tract,09007541302,01/2023,4,4.5,4.667,NA
Census Tract,09007541302,02/2023,1,2.5,2.333,NA
Census Tract,09007541302,03/2023,2,4,3,NA
Census Tract,09007541302,04/2023,0,1,2,NA
Census Tract,09007541302,05/2023,1,1.5,2.667,NA
Census Tract,09007541302,06/2023,8,7.5,2.667,NA
Census Tract,09007541302,07/2023,1,4.5,4,NA
Census Tract,09007541302,08/2023,5,5,3,NA
Census Tract,09007541302,09/2023,3,3,1.667,NA
Census Tract,09007541302,10/2023,1,2,2.667,NA
Census Tract,09007541302,11/2023,1,1,3.333,NA
Census Tract,09007541302,12/2023,2,7.5,3,NA
Census Tract,09007541302,01/2024,5,4.5,4.667,NA
Census Tract,09007541302,02/2024,2,2.5,2.333,NA
Census Tract,09007541302,03/2024,6,4,3,NA
Census Tract,09007541302,04/2024,2,1,2,NA
Census Tract,09007541302,05/2024,2,1.5,2.667,NA
Census Tract,09007541302,06/2024,6,7.5,2.667,NA
Census Tract,09007541302,07/2024,5,4.5,4,NA
Census Tract,09007541302,08/2024,5,5,3,NA
Census Tract,09007541302,09/2024,2,3,1.667,NA
Census Tract,09007541302,10/2024,3,2,2.667,NA
Census Tract,09007541302,11/2024,0,1,3.333,NA
Census Tract,09007541302,12/2024,12,7.5,3,NA
Census Tract,09007541302,01/2025,4,4.5,4.667,NA
Census Tract,09007541302,02/2025,2,2.5,2.333,NA
Census Tract,09007541302,03/2025,5,4,3,NA
Census Tract,09007541302,04/2025,3,1,2,NA
Census Tract,09007541302,05/2025,1,1.5,2.667,NA
Census Tract,09007541302,06/2025,1,7.5,2.667,NA
Census Tract,09007541302,07/2025,4,4.5,4,NA
Census Tract,09007541302,08/2025,4,5,3,NA
Census Tract,09007541302,09/2025,1,3,1.667,NA
Census Tract,09007541302,10/2025,1,2,2.667,NA
Census Tract,09007541302,11/2025,5,1,3.333,NA
Census Tract,09007541302,12/2025,7,7.5,3,NA
Census Tract,09007541302,01/2026,1,4.5,,NA
Census Tract,09007541302,02/2026,3,2.5,,NA
Census Tract,09007541302,03/2026,8,4,,NA
Census Tract,09007541302,04/2026,2,1,,NA
Census Tract,09007541302,05/2026,1,1.5,,NA
Census Tract,09007541302,06/2026,1,5.5,,13/06/2026
Census Tract,09007541401,01/2020,0,1,0.333,NA
Census Tract,09007541401,02/2020,0,0,0,NA
Census Tract,09007541401,03/2020,0,1,0,NA
Census Tract,09007541401,04/2020,0,0,0,NA
Census Tract,09007541401,05/2020,0,0,0,NA
Census Tract,09007541401,06/2020,0,0,0,NA
Census Tract,09007541401,07/2020,0,0,0.333,NA
Census Tract,09007541401,08/2020,0,0,0,NA
Census Tract,09007541401,09/2020,0,0,0,NA
Census Tract,09007541401,10/2020,0,0,0.333,NA
Census Tract,09007541401,11/2020,0,0,0,NA
Census Tract,09007541401,12/2020,0,0,0,NA
Census Tract,09007541401,01/2021,0,1,0.333,NA
Census Tract,09007541401,02/2021,0,0,0,NA
Census Tract,09007541401,03/2021,0,1,0,NA
Census Tract,09007541401,04/2021,0,0,0,NA
Census Tract,09007541401,05/2021,0,0,0,NA
Census Tract,09007541401,06/2021,0,0,0,NA
Census Tract,09007541401,07/2021,0,0,0.333,NA
Census Tract,09007541401,08/2021,0,0,0,NA
Census Tract,09007541401,09/2021,0,0,0,NA
Census Tract,09007541401,10/2021,0,0,0.333,NA
Census Tract,09007541401,11/2021,0,0,0,NA
Census Tract,09007541401,12/2021,0,0,0,NA
Census Tract,09007541401,01/2022,0,1,0.333,NA
Census Tract,09007541401,02/2022,1,0,0,NA
Census Tract,09007541401,03/2022,0,1,0,NA
Census Tract,09007541401,04/2022,1,0,0,NA
Census Tract,09007541401,05/2022,0,0,0,NA
Census Tract,09007541401,06/2022,0,0,0,NA
Census Tract,09007541401,07/2022,0,0,0.333,NA
Census Tract,09007541401,08/2022,0,0,0,NA
Census Tract,09007541401,09/2022,0,0,0,NA
Census Tract,09007541401,10/2022,0,0,0.333,NA
Census Tract,09007541401,11/2022,0,0,0,NA
Census Tract,09007541401,12/2022,0,0,0,NA
Census Tract,09007541401,01/2023,0,1,0.333,NA
Census Tract,09007541401,02/2023,0,0,0,NA
Census Tract,09007541401,03/2023,0,1,0,NA
Census Tract,09007541401,04/2023,0,0,0,NA
Census Tract,09007541401,05/2023,0,0,0,NA
Census Tract,09007541401,06/2023,0,0,0,NA
Census Tract,09007541401,07/2023,0,0,0.333,NA
Census Tract,09007541401,08/2023,0,0,0,NA
Census Tract,09007541401,09/2023,0,0,0,NA
Census Tract,09007541401,10/2023,0,0,0.333,NA
Census Tract,09007541401,11/2023,0,0,0,NA
Census Tract,09007541401,12/2023,0,0,0,NA
Census Tract,09007541401,01/2024,1,1,0.333,NA
Census Tract,09007541401,02/2024,0,0,0,NA
Census Tract,09007541401,03/2024,1,1,0,NA
Census Tract,09007541401,04/2024,0,0,0,NA
Census Tract,09007541401,05/2024,0,0,0,NA
Census Tract,09007541401,06/2024,0,0,0,NA
Census Tract,09007541401,07/2024,0,0,0.333,NA
Census Tract,09007541401,08/2024,0,0,0,NA
Census Tract,09007541401,09/2024,0,0,0,NA
Census Tract,09007541401,10/2024,0,0,0.333,NA
Census Tract,09007541401,11/2024,0,0,0,NA
Census Tract,09007541401,12/2024,0,0,0,NA
Census Tract,09007541401,01/2025,1,1,0.333,NA
Census Tract,09007541401,02/2025,0,0,0,NA
Census Tract,09007541401,03/2025,0,1,0,NA
Census Tract,09007541401,04/2025,1,0,0,NA
Census Tract,09007541401,05/2025,0,0,0,NA
Census Tract,09007541401,06/2025,0,0,0,NA
Census Tract,09007541401,07/2025,1,0,0.333,NA
Census Tract,09007541401,08/2025,0,0,0,NA
Census Tract,09007541401,09/2025,0,0,0,NA
Census Tract,09007541401,10/2025,0,0,0.333,NA
Census Tract,09007541401,11/2025,1,0,0,NA
Census Tract,09007541401,12/2025,1,0,0,NA
Census Tract,09007541401,01/2026,0,1,,NA
Census Tract,09007541401,02/2026,0,0,,NA
Census Tract,09007541401,03/2026,0,1,,NA
Census Tract,09007541401,04/2026,0,0,,NA
Census Tract,09007541401,05/2026,0,0,,NA
Census Tract,09007541401,06/2026,0,0,,13/06/2026
Census Tract,09007541402,01/2020,5,3,3,NA
Census Tract,09007541402,02/2020,3,1.5,5.667,NA
Census Tract,09007541402,03/2020,2,2,3.667,NA
Census Tract,09007541402,04/2020,3,1.5,4,NA
Census Tract,09007541402,05/2020,0,5.5,3,NA
Census Tract,09007541402,06/2020,0,0.5,4,NA
Census Tract,09007541402,07/2020,1,2,4.667,NA
Census Tract,09007541402,08/2020,0,4,5.333,NA
Census Tract,09007541402,09/2020,0,2,2.667,NA
Census Tract,09007541402,10/2020,0,3.5,3.667,NA
Census Tract,09007541402,11/2020,0,2.5,4,NA
Census Tract,09007541402,12/2020,2,4.5,7,NA
Census Tract,09007541402,01/2021,0,3,3,NA
Census Tract,09007541402,02/2021,0,1.5,5.667,NA
Census Tract,09007541402,03/2021,1,2,3.667,NA
Census Tract,09007541402,04/2021,3,1.5,4,NA
Census Tract,09007541402,05/2021,3,5.5,3,NA
Census Tract,09007541402,06/2021,1,0.5,4,NA
Census Tract,09007541402,07/2021,1,2,4.667,NA
Census Tract,09007541402,08/2021,0,4,5.333,NA
Census Tract,09007541402,09/2021,0,2,2.667,NA
Census Tract,09007541402,10/2021,0,3.5,3.667,NA
Census Tract,09007541402,11/2021,6,2.5,4,NA
Census Tract,09007541402,12/2021,3,4.5,7,NA
Census Tract,09007541402,01/2022,1,3,3,NA
Census Tract,09007541402,02/2022,2,1.5,5.667,NA
Census Tract,09007541402,03/2022,0,2,3.667,NA
Census Tract,09007541402,04/2022,3,1.5,4,NA
Census Tract,09007541402,05/2022,2,5.5,3,NA
Census Tract,09007541402,06/2022,2,0.5,4,NA
Census Tract,09007541402,07/2022,5,2,4.667,NA
Census Tract,09007541402,08/2022,3,4,5.333,NA
Census Tract,09007541402,09/2022,2,2,2.667,NA
Census Tract,09007541402,10/2022,1,3.5,3.667,NA
Census Tract,09007541402,11/2022,8,2.5,4,NA
Census Tract,09007541402,12/2022,3,4.5,7,NA
Census Tract,09007541402,01/2023,4,3,3,NA
Census Tract,09007541402,02/2023,2,1.5,5.667,NA
Census Tract,09007541402,03/2023,1,2,3.667,NA
Census Tract,09007541402,04/2023,2,1.5,4,NA
Census Tract,09007541402,05/2023,7,5.5,3,NA
Census Tract,09007541402,06/2023,0,0.5,4,NA
Census Tract,09007541402,07/2023,2,2,4.667,NA
Census Tract,09007541402,08/2023,0,4,5.333,NA
Census Tract,09007541402,09/2023,1,2,2.667,NA
Census Tract,09007541402,10/2023,4,3.5,3.667,NA
Census Tract,09007541402,11/2023,3,2.5,4,NA
Census Tract,09007541402,12/2023,1,4.5,7,NA
Census Tract,09007541402,01/2024,2,3,3,NA
Census Tract,09007541402,02/2024,1,1.5,5.667,NA
Census Tract,09007541402,03/2024,3,2,3.667,NA
Census Tract,09007541402,04/2024,1,1.5,4,NA
Census Tract,09007541402,05/2024,3,5.5,3,NA
Census Tract,09007541402,06/2024,1,0.5,4,NA
Census Tract,09007541402,07/2024,2,2,4.667,NA
Census Tract,09007541402,08/2024,8,4,5.333,NA
Census Tract,09007541402,09/2024,3,2,2.667,NA
Census Tract,09007541402,10/2024,3,3.5,3.667,NA
Census Tract,09007541402,11/2024,2,2.5,4,NA
Census Tract,09007541402,12/2024,7,4.5,7,NA
Census Tract,09007541402,01/2025,2,3,3,NA
Census Tract,09007541402,02/2025,1,1.5,5.667,NA
Census Tract,09007541402,03/2025,3,2,3.667,NA
Census Tract,09007541402,04/2025,2,1.5,4,NA
Census Tract,09007541402,05/2025,4,5.5,3,NA
Census Tract,09007541402,06/2025,2,0.5,4,NA
Census Tract,09007541402,07/2025,3,2,4.667,NA
Census Tract,09007541402,08/2025,6,4,5.333,NA
Census Tract,09007541402,09/2025,8,2,2.667,NA
Census Tract,09007541402,10/2025,3,3.5,3.667,NA
Census Tract,09007541402,11/2025,3,2.5,4,NA
Census Tract,09007541402,12/2025,4,4.5,7,NA
Census Tract,09007541402,01/2026,4,3,,NA
Census Tract,09007541402,02/2026,1,1.5,,NA
Census Tract,09007541402,03/2026,3,2,,NA
Census Tract,09007541402,04/2026,5,1.5,,NA
Census Tract,09007541402,05/2026,3,5.5,,NA
Census Tract,09007541402,06/2026,0,0.5,,13/06/2026
Census Tract,09007541500,01/2020,2,0.5,0.667,NA
Census Tract,09007541500,02/2020,0,0,1,NA
Census Tract,09007541500,03/2020,0,0.5,0,NA
Census Tract,09007541500,04/2020,0,0.5,1,NA
Census Tract,09007541500,05/2020,0,0,1.667,NA
Census Tract,09007541500,06/2020,0,0.5,0.667,NA
Census Tract,09007541500,07/2020,0,1.5,0.667,NA
Census Tract,09007541500,08/2020,0,0,1.333,NA
Census Tract,09007541500,09/2020,0,0,0.667,NA
Census Tract,09007541500,10/2020,0,0,1.667,NA
Census Tract,09007541500,11/2020,0,1.5,0,NA
Census Tract,09007541500,12/2020,0,1,0.667,NA
Census Tract,09007541500,01/2021,1,0.5,0.667,NA
Census Tract,09007541500,02/2021,0,0,1,NA
Census Tract,09007541500,03/2021,0,0.5,0,NA
Census Tract,09007541500,04/2021,2,0.5,1,NA
Census Tract,09007541500,05/2021,1,0,1.667,NA
Census Tract,09007541500,06/2021,0,0.5,0.667,NA
Census Tract,09007541500,07/2021,0,1.5,0.667,NA
Census Tract,09007541500,08/2021,0,0,1.333,NA
Census Tract,09007541500,09/2021,0,0,0.667,NA
Census Tract,09007541500,10/2021,2,0,1.667,NA
Census Tract,09007541500,11/2021,0,1.5,0,NA
Census Tract,09007541500,12/2021,2,1,0.667,NA
Census Tract,09007541500,01/2022,0,0.5,0.667,NA
Census Tract,09007541500,02/2022,0,0,1,NA
Census Tract,09007541500,03/2022,0,0.5,0,NA
Census Tract,09007541500,04/2022,0,0.5,1,NA
Census Tract,09007541500,05/2022,0,0,1.667,NA
Census Tract,09007541500,06/2022,0,0.5,0.667,NA
Census Tract,09007541500,07/2022,0,1.5,0.667,NA
Census Tract,09007541500,08/2022,0,0,1.333,NA
Census Tract,09007541500,09/2022,0,0,0.667,NA
Census Tract,09007541500,10/2022,0,0,1.667,NA
Census Tract,09007541500,11/2022,0,1.5,0,NA
Census Tract,09007541500,12/2022,0,1,0.667,NA
Census Tract,09007541500,01/2023,0,0.5,0.667,NA
Census Tract,09007541500,02/2023,0,0,1,NA
Census Tract,09007541500,03/2023,1,0.5,0,NA
Census Tract,09007541500,04/2023,0,0.5,1,NA
Census Tract,09007541500,05/2023,1,0,1.667,NA
Census Tract,09007541500,06/2023,0,0.5,0.667,NA
Census Tract,09007541500,07/2023,0,1.5,0.667,NA
Census Tract,09007541500,08/2023,0,0,1.333,NA
Census Tract,09007541500,09/2023,0,0,0.667,NA
Census Tract,09007541500,10/2023,0,0,1.667,NA
Census Tract,09007541500,11/2023,2,1.5,0,NA
Census Tract,09007541500,12/2023,0,1,0.667,NA
Census Tract,09007541500,01/2024,0,0.5,0.667,NA
Census Tract,09007541500,02/2024,0,0,1,NA
Census Tract,09007541500,03/2024,0,0.5,0,NA
Census Tract,09007541500,04/2024,1,0.5,1,NA
Census Tract,09007541500,05/2024,1,0,1.667,NA
Census Tract,09007541500,06/2024,1,0.5,0.667,NA
Census Tract,09007541500,07/2024,2,1.5,0.667,NA
Census Tract,09007541500,08/2024,0,0,1.333,NA
Census Tract,09007541500,09/2024,1,0,0.667,NA
Census Tract,09007541500,10/2024,0,0,1.667,NA
Census Tract,09007541500,11/2024,0,1.5,0,NA
Census Tract,09007541500,12/2024,3,1,0.667,NA
Census Tract,09007541500,01/2025,0,0.5,0.667,NA
Census Tract,09007541500,02/2025,0,0,1,NA
Census Tract,09007541500,03/2025,1,0.5,0,NA
Census Tract,09007541500,04/2025,1,0.5,1,NA
Census Tract,09007541500,05/2025,0,0,1.667,NA
Census Tract,09007541500,06/2025,1,0.5,0.667,NA
Census Tract,09007541500,07/2025,1,1.5,0.667,NA
Census Tract,09007541500,08/2025,1,0,1.333,NA
Census Tract,09007541500,09/2025,3,0,0.667,NA
Census Tract,09007541500,10/2025,0,0,1.667,NA
Census Tract,09007541500,11/2025,1,1.5,0,NA
Census Tract,09007541500,12/2025,0,1,0.667,NA
Census Tract,09007541500,01/2026,0,0.5,,NA
Census Tract,09007541500,02/2026,1,0,,NA
Census Tract,09007541500,03/2026,1,0.5,,NA
Census Tract,09007541500,04/2026,1,0.5,,NA
Census Tract,09007541500,05/2026,0,0,,NA
Census Tract,09007541500,06/2026,2,0.5,,13/06/2026
Census Tract,09007541600,01/2020,6,3,3,NA
Census Tract,09007541600,02/2020,0,6.5,1.333,NA
Census Tract,09007541600,03/2020,3,5,4.333,NA
Census Tract,09007541600,04/2020,0,3.5,3.333,NA
Census Tract,09007541600,05/2020,1,5.5,4,NA
Census Tract,09007541600,06/2020,0,3.5,5.667,NA
Census Tract,09007541600,07/2020,0,1.5,3,NA
Census Tract,09007541600,08/2020,0,5,3.667,NA
Census Tract,09007541600,09/2020,0,2,4.333,NA
Census Tract,09007541600,10/2020,0,2.5,4.667,NA
Census Tract,09007541600,11/2020,1,2.5,3.333,NA
Census Tract,09007541600,12/2020,2,1,2.667,NA
Census Tract,09007541600,01/2021,1,3,3,NA
Census Tract,09007541600,02/2021,0,6.5,1.333,NA
Census Tract,09007541600,03/2021,1,5,4.333,NA
Census Tract,09007541600,04/2021,1,3.5,3.333,NA
Census Tract,09007541600,05/2021,4,5.5,4,NA
Census Tract,09007541600,06/2021,4,3.5,5.667,NA
Census Tract,09007541600,07/2021,1,1.5,3,NA
Census Tract,09007541600,08/2021,0,5,3.667,NA
Census Tract,09007541600,09/2021,3,2,4.333,NA
Census Tract,09007541600,10/2021,1,2.5,4.667,NA
Census Tract,09007541600,11/2021,1,2.5,3.333,NA
Census Tract,09007541600,12/2021,1,1,2.667,NA
Census Tract,09007541600,01/2022,1,3,3,NA
Census Tract,09007541600,02/2022,3,6.5,1.333,NA
Census Tract,09007541600,03/2022,9,5,4.333,NA
Census Tract,09007541600,04/2022,3,3.5,3.333,NA
Census Tract,09007541600,05/2022,2,5.5,4,NA
Census Tract,09007541600,06/2022,9,3.5,5.667,NA
Census Tract,09007541600,07/2022,3,1.5,3,NA
Census Tract,09007541600,08/2022,2,5,3.667,NA
Census Tract,09007541600,09/2022,5,2,4.333,NA
Census Tract,09007541600,10/2022,3,2.5,4.667,NA
Census Tract,09007541600,11/2022,5,2.5,3.333,NA
Census Tract,09007541600,12/2022,4,1,2.667,NA
Census Tract,09007541600,01/2023,3,3,3,NA
Census Tract,09007541600,02/2023,12,6.5,1.333,NA
Census Tract,09007541600,03/2023,2,5,4.333,NA
Census Tract,09007541600,04/2023,1,3.5,3.333,NA
Census Tract,09007541600,05/2023,8,5.5,4,NA
Census Tract,09007541600,06/2023,5,3.5,5.667,NA
Census Tract,09007541600,07/2023,3,1.5,3,NA
Census Tract,09007541600,08/2023,5,5,3.667,NA
Census Tract,09007541600,09/2023,3,2,4.333,NA
Census Tract,09007541600,10/2023,3,2.5,4.667,NA
Census Tract,09007541600,11/2023,1,2.5,3.333,NA
Census Tract,09007541600,12/2023,1,1,2.667,NA
Census Tract,09007541600,01/2024,2,3,3,NA
Census Tract,09007541600,02/2024,1,6.5,1.333,NA
Census Tract,09007541600,03/2024,7,5,4.333,NA
Census Tract,09007541600,04/2024,6,3.5,3.333,NA
Census Tract,09007541600,05/2024,0,5.5,4,NA
Census Tract,09007541600,06/2024,1,3.5,5.667,NA
Census Tract,09007541600,07/2024,0,1.5,3,NA
Census Tract,09007541600,08/2024,5,5,3.667,NA
Census Tract,09007541600,09/2024,1,2,4.333,NA
Census Tract,09007541600,10/2024,2,2.5,4.667,NA
Census Tract,09007541600,11/2024,4,2.5,3.333,NA
Census Tract,09007541600,12/2024,1,1,2.667,NA
Census Tract,09007541600,01/2025,4,3,3,NA
Census Tract,09007541600,02/2025,3,6.5,1.333,NA
Census Tract,09007541600,03/2025,1,5,4.333,NA
Census Tract,09007541600,04/2025,2,3.5,3.333,NA
Census Tract,09007541600,05/2025,3,5.5,4,NA
Census Tract,09007541600,06/2025,1,3.5,5.667,NA
Census Tract,09007541600,07/2025,8,1.5,3,NA
Census Tract,09007541600,08/2025,0,5,3.667,NA
Census Tract,09007541600,09/2025,6,2,4.333,NA
Census Tract,09007541600,10/2025,1,2.5,4.667,NA
Census Tract,09007541600,11/2025,6,2.5,3.333,NA
Census Tract,09007541600,12/2025,0,1,2.667,NA
Census Tract,09007541600,01/2026,2,3,,NA
Census Tract,09007541600,02/2026,12,6.5,,NA
Census Tract,09007541600,03/2026,0,5,,NA
Census Tract,09007541600,04/2026,4,3.5,,NA
Census Tract,09007541600,05/2026,2,5.5,,NA
Census Tract,09007541600,06/2026,2,2,,13/06/2026
Census Tract,09007541700,01/2020,2,3.5,1.333,NA
Census Tract,09007541700,02/2020,5,5,1.333,NA
Census Tract,09007541700,03/2020,0,3,2.667,NA
Census Tract,09007541700,04/2020,1,4,1.333,NA
Census Tract,09007541700,05/2020,0,3,3.333,NA
Census Tract,09007541700,06/2020,0,5,2.667,NA
Census Tract,09007541700,07/2020,2,2.5,3,NA
Census Tract,09007541700,08/2020,0,3.5,5,NA
Census Tract,09007541700,09/2020,1,5.5,3,NA
Census Tract,09007541700,10/2020,0,2,3.667,NA
Census Tract,09007541700,11/2020,0,2.5,2.667,NA
Census Tract,09007541700,12/2020,0,2.5,2,NA
Census Tract,09007541700,01/2021,1,3.5,1.333,NA
Census Tract,09007541700,02/2021,0,5,1.333,NA
Census Tract,09007541700,03/2021,0,3,2.667,NA
Census Tract,09007541700,04/2021,0,4,1.333,NA
Census Tract,09007541700,05/2021,0,3,3.333,NA
Census Tract,09007541700,06/2021,0,5,2.667,NA
Census Tract,09007541700,07/2021,2,2.5,3,NA
Census Tract,09007541700,08/2021,0,3.5,5,NA
Census Tract,09007541700,09/2021,1,5.5,3,NA
Census Tract,09007541700,10/2021,1,2,3.667,NA
Census Tract,09007541700,11/2021,1,2.5,2.667,NA
Census Tract,09007541700,12/2021,4,2.5,2,NA
Census Tract,09007541700,01/2022,1,3.5,1.333,NA
Census Tract,09007541700,02/2022,1,5,1.333,NA
Census Tract,09007541700,03/2022,7,3,2.667,NA
Census Tract,09007541700,04/2022,4,4,1.333,NA
Census Tract,09007541700,05/2022,4,3,3.333,NA
Census Tract,09007541700,06/2022,8,5,2.667,NA
Census Tract,09007541700,07/2022,10,2.5,3,NA
Census Tract,09007541700,08/2022,9,3.5,5,NA
Census Tract,09007541700,09/2022,5,5.5,3,NA
Census Tract,09007541700,10/2022,8,2,3.667,NA
Census Tract,09007541700,11/2022,2,2.5,2.667,NA
Census Tract,09007541700,12/2022,1,2.5,2,NA
Census Tract,09007541700,01/2023,5,3.5,1.333,NA
Census Tract,09007541700,02/2023,2,5,1.333,NA
Census Tract,09007541700,03/2023,3,3,2.667,NA
Census Tract,09007541700,04/2023,7,4,1.333,NA
Census Tract,09007541700,05/2023,5,3,3.333,NA
Census Tract,09007541700,06/2023,4,5,2.667,NA
Census Tract,09007541700,07/2023,1,2.5,3,NA
Census Tract,09007541700,08/2023,4,3.5,5,NA
Census Tract,09007541700,09/2023,6,5.5,3,NA
Census Tract,09007541700,10/2023,3,2,3.667,NA
Census Tract,09007541700,11/2023,2,2.5,2.667,NA
Census Tract,09007541700,12/2023,1,2.5,2,NA
Census Tract,09007541700,01/2024,2,3.5,1.333,NA
Census Tract,09007541700,02/2024,8,5,1.333,NA
Census Tract,09007541700,03/2024,4,3,2.667,NA
Census Tract,09007541700,04/2024,1,4,1.333,NA
Census Tract,09007541700,05/2024,0,3,3.333,NA
Census Tract,09007541700,06/2024,5,5,2.667,NA
Census Tract,09007541700,07/2024,4,2.5,3,NA
Census Tract,09007541700,08/2024,4,3.5,5,NA
Census Tract,09007541700,09/2024,6,5.5,3,NA
Census Tract,09007541700,10/2024,1,2,3.667,NA
Census Tract,09007541700,11/2024,3,2.5,2.667,NA
Census Tract,09007541700,12/2024,4,2.5,2,NA
Census Tract,09007541700,01/2025,1,3.5,1.333,NA
Census Tract,09007541700,02/2025,1,5,1.333,NA
Census Tract,09007541700,03/2025,5,3,2.667,NA
Census Tract,09007541700,04/2025,3,4,1.333,NA
Census Tract,09007541700,05/2025,2,3,3.333,NA
Census Tract,09007541700,06/2025,2,5,2.667,NA
Census Tract,09007541700,07/2025,4,2.5,3,NA
Census Tract,09007541700,08/2025,2,3.5,5,NA
Census Tract,09007541700,09/2025,1,5.5,3,NA
Census Tract,09007541700,10/2025,2,2,3.667,NA
Census Tract,09007541700,11/2025,5,2.5,2.667,NA
Census Tract,09007541700,12/2025,1,2.5,2,NA
Census Tract,09007541700,01/2026,3,3.5,,NA
Census Tract,09007541700,02/2026,1,5,,NA
Census Tract,09007541700,03/2026,3,3,,NA
Census Tract,09007541700,04/2026,1,4,,NA
Census Tract,09007541700,05/2026,3,3,,NA
Census Tract,09007541700,06/2026,1,4.5,,13/06/2026
Census Tract,09007542000,01/2020,2,1,1.667,NA
Census Tract,09007542000,02/2020,0,1.5,1.333,NA
Census Tract,09007542000,03/2020,3,1,1.667,NA
Census Tract,09007542000,04/2020,1,3,1.333,NA
Census Tract,09007542000,05/2020,0,5.5,2,NA
Census Tract,09007542000,06/2020,0,1.5,4,NA
Census Tract,09007542000,07/2020,0,3,1.667,NA
Census Tract,09007542000,08/2020,0,1.5,1,NA
Census Tract,09007542000,09/2020,0,3.5,1.333,NA
Census Tract,09007542000,10/2020,0,2.5,1.333,NA
Census Tract,09007542000,11/2020,3,1,3,NA
Census Tract,09007542000,12/2020,1,0.5,0.333,NA
Census Tract,09007542000,01/2021,1,1,1.667,NA
Census Tract,09007542000,02/2021,0,1.5,1.333,NA
Census Tract,09007542000,03/2021,2,1,1.667,NA
Census Tract,09007542000,04/2021,1,3,1.333,NA
Census Tract,09007542000,05/2021,1,5.5,2,NA
Census Tract,09007542000,06/2021,1,1.5,4,NA
Census Tract,09007542000,07/2021,2,3,1.667,NA
Census Tract,09007542000,08/2021,1,1.5,1,NA
Census Tract,09007542000,09/2021,1,3.5,1.333,NA
Census Tract,09007542000,10/2021,2,2.5,1.333,NA
Census Tract,09007542000,11/2021,2,1,3,NA
Census Tract,09007542000,12/2021,2,0.5,0.333,NA
Census Tract,09007542000,01/2022,3,1,1.667,NA
Census Tract,09007542000,02/2022,1,1.5,1.333,NA
Census Tract,09007542000,03/2022,4,1,1.667,NA
Census Tract,09007542000,04/2022,3,3,1.333,NA
Census Tract,09007542000,05/2022,2,5.5,2,NA
Census Tract,09007542000,06/2022,0,1.5,4,NA
Census Tract,09007542000,07/2022,2,3,1.667,NA
Census Tract,09007542000,08/2022,1,1.5,1,NA
Census Tract,09007542000,09/2022,2,3.5,1.333,NA
Census Tract,09007542000,10/2022,1,2.5,1.333,NA
Census Tract,09007542000,11/2022,2,1,3,NA
Census Tract,09007542000,12/2022,2,0.5,0.333,NA
Census Tract,09007542000,01/2023,0,1,1.667,NA
Census Tract,09007542000,02/2023,2,1.5,1.333,NA
Census Tract,09007542000,03/2023,1,1,1.667,NA
Census Tract,09007542000,04/2023,5,3,1.333,NA
Census Tract,09007542000,05/2023,6,5.5,2,NA
Census Tract,09007542000,06/2023,3,1.5,4,NA
Census Tract,09007542000,07/2023,2,3,1.667,NA
Census Tract,09007542000,08/2023,2,1.5,1,NA
Census Tract,09007542000,09/2023,3,3.5,1.333,NA
Census Tract,09007542000,10/2023,3,2.5,1.333,NA
Census Tract,09007542000,11/2023,2,1,3,NA
Census Tract,09007542000,12/2023,0,0.5,0.333,NA
Census Tract,09007542000,01/2024,2,1,1.667,NA
Census Tract,09007542000,02/2024,1,1.5,1.333,NA
Census Tract,09007542000,03/2024,1,1,1.667,NA
Census Tract,09007542000,04/2024,1,3,1.333,NA
Census Tract,09007542000,05/2024,4,5.5,2,NA
Census Tract,09007542000,06/2024,0,1.5,4,NA
Census Tract,09007542000,07/2024,4,3,1.667,NA
Census Tract,09007542000,08/2024,1,1.5,1,NA
Census Tract,09007542000,09/2024,4,3.5,1.333,NA
Census Tract,09007542000,10/2024,2,2.5,1.333,NA
Census Tract,09007542000,11/2024,0,1,3,NA
Census Tract,09007542000,12/2024,1,0.5,0.333,NA
Census Tract,09007542000,01/2025,0,1,1.667,NA
Census Tract,09007542000,02/2025,1,1.5,1.333,NA
Census Tract,09007542000,03/2025,1,1,1.667,NA
Census Tract,09007542000,04/2025,2,3,1.333,NA
Census Tract,09007542000,05/2025,0,5.5,2,NA
Census Tract,09007542000,06/2025,0,1.5,4,NA
Census Tract,09007542000,07/2025,1,3,1.667,NA
Census Tract,09007542000,08/2025,2,1.5,1,NA
Census Tract,09007542000,09/2025,2,3.5,1.333,NA
Census Tract,09007542000,10/2025,0,2.5,1.333,NA
Census Tract,09007542000,11/2025,2,1,3,NA
Census Tract,09007542000,12/2025,2,0.5,0.333,NA
Census Tract,09007542000,01/2026,2,1,,NA
Census Tract,09007542000,02/2026,0,1.5,,NA
Census Tract,09007542000,03/2026,4,1,,NA
Census Tract,09007542000,04/2026,0,3,,NA
Census Tract,09007542000,05/2026,1,5.5,,NA
Census Tract,09007542000,06/2026,0,1.5,,13/06/2026
Census Tract,09007542100,01/2020,1,0.5,2,NA
Census Tract,09007542100,02/2020,4,4.5,1,NA
Census Tract,09007542100,03/2020,1,1.5,0.667,NA
Census Tract,09007542100,04/2020,0,1.5,2.667,NA
